banner_I,blog_I,coupon_I,email_I,social_I,display_I,post_I,circular_I,retailer_I,banner_S,blog_S,coupon_S,email_S,social_S,display_S,post_S,circular_S,retailer_S,DATE,revenue
10230343273.0,2489286119.0,1482289617.0,415863339.0,161491019.0,4977696830.222222,211855483.0,729775000.0,2218732402.0,59794685.0,18875430.34,15401650.5,4619300.0,1304350.0,5436584.56,1170464.19,9086380.0,27934226.62,2020-08-01,2728649449.0
10169378223.0,2488683293.0,1483191334.0,412037629.0,148882778.0,4977696830.222222,190932483.0,729775000.0,2196149973.0,59534897.5,18863500.0,15431650.5,4507800.0,1192850.0,5436584.56,1167124.64,9086380.0,27687060.82,2020-08-08,2930930275.0
9064058271.0,2489140796.0,1483191334.0,383220779.0,150302778.0,1104501802.7324271,192147134.0,704775000.0,2168508823.0,53154397.5,18868500.0,15431650.5,4159800.0,1205350.0,1685170.6130733858,1207155.84,9086380.0,26972560.82,2020-08-15,2844913228.0
9678458810.0,2488882810.0,1483191334.0,449756528.0,257227966.0,2592000000.0,188430376.0,704775000.0,3214631744.0,54734397.5,18865500.0,15431650.5,5172300.0,2335366.0,4050000.0,1179155.84,9086380.0,31786918.5,2020-08-22,2965624887.0
9524949785.0,2488882810.0,1483191334.0,449756528.0,207955341.0,2592000000.0,188430376.0,704775000.0,3179330519.0,54099697.5,18865500.0,15431650.5,5172300.0,1960366.0,4050000.0,1179155.84,9086380.0,31161918.5,2020-08-29,2904827687.0
9711758921.0,2684824518.0,1486072228.0,449756528.0,207955341.0,2596000000.0,240120357.0,704775000.0,3236155013.0,54751697.5,20386569.66,15994575.8,5172300.0,1960366.0,4050000.0,1219824.68,9086380.0,31293708.34,2020-09-05,3110125148.0
9511269271.0,2676921099.0,1468162897.0,452915318.0,162698882.0,2596000000.0,68604372.0,256000000.0,2862318493.0,54415332.5,20344069.66,15724870.8,5221800.0,1635366.0,4050000.0,266967.72,0.0,29000465.62,2020-09-12,2982914657.0
8895256125.0,2677343099.0,1468270236.0,387949569.0,59934320.0,4000000.0,66804372.0,256000000.0,2105825319.0,52813832.5,20349069.66,15750392.9,4226300.0,544850.0,0.0,209466.27,0.0,26732119.62,2020-09-19,3005595303.0
8919542770.0,2677343099.0,1468270236.0,387949569.0,59934320.0,4000000.0,89035917.0,256000000.0,2105706609.0,52875791.99,20349069.66,15750392.9,4226300.0,544850.0,0.0,212618.27,0.0,26721889.07,2020-09-26,2893747493.0
9344890994.0,2801695847.0,1468369676.0,387949569.0,110810817.0,9600000.0,1947732127.0,324300000.0,2290550847.0,56133491.99,21049399.2,15774412.18,4226300.0,770533.44,0.0,333991.15,140000.0,26305935.34,2020-10-03,3174008923.0
6050049615.0,1640412090.0,2361783.0,383971951.0,98359273.0,5600000.0,1947361076.0,324300000.0,2067229969.0,38008879.49,13176399.2,552466.6752,4161800.0,655183.44,0.0,206143.36,140000.0,21206347.79,2020-10-10,1500179512.0
632787957.0,425243834.0,3535046.0,14147775.0,97167536.0,5600000.0,1947361076.0,68300000.0,527762569.0,4215159.49,2936399.2,567466.6752,265000.0,640183.44,0.0,206143.36,140000.0,2414347.79,2020-10-17,525769061.5
518028247.0,137068383.0,1661622.0,89808870.8888889,56665386.0,5600000.0,1941255495.0,68300000.0,508695483.0,3648659.49,773399.2,103226.6752,608887.2964900667,277683.44,0.0,215730.36,140000.0,2301124.63,2020-10-24,423708878.6
489067662.0,137068383.0,3923158.0,89808870.8888889,56665386.0,5600000.0,1943367018.0,68300000.0,510245977.0,3551700.0,773399.2,143445.2752,483172.82210365275,277683.44,0.0,324298.71,140000.0,2385472.39,2020-10-31,431264454.5
61714984.0,5502800.0,3817682.0,89808870.8888889,45193836.0,672236497.9598603,54946218.0,6000000.0,431730702.0,411802.8,70000.0,107223.89,379813.80027777783,340197.26,943289.2091488006,216810.07,0.0,1658433.3,2020-11-07,198203116.4
193438602.0,25771171.0,3817682.0,914704.0,71430732.0,3970293379.935782,54946218.0,6000000.0,436727998.0,1077053.24,160000.0,107223.89,12500.0,704245.94,379813.80027777783,216810.07,0.0,1693962.3,2020-11-14,216334711.1
324817656.0,25771171.0,16689922.0,15024112.0,94671275.0,64000000.0,48946218.0,6000000.0,486111502.0,1401464.44,160000.0,144953.64,223529.39,1075156.3,0.0,201810.07,0.0,1940193.3,2020-11-21,271878635.5
463428867.0,25771171.0,21872630.0,15024112.0,222990539.0,64000000.0,46456218.0,6000000.0,571640269.0,1876464.44,160000.0,179953.64,223529.39,2128156.3,0.0,169338.07,0.0,2680343.43,2020-11-28,330764740.1
490423170.0,29776293.0,22607030.0,15753014.0,227616070.0,64000000.0,121846218.0,6000000.0,580957381.0,1982914.44,194000.0,194203.64,230029.39,2174406.3,0.0,174957.22,0.0,2852630.76,2020-12-05,240155668.0
484277984.0,28121996.0,22505727.0,15753014.0,227616070.0,64000000.0,121846218.0,6000000.0,580957381.0,1962914.44,159000.0,180883.65,230029.39,2174406.3,0.0,174957.22,0.0,2852630.76,2020-12-12,274287007.8
484277984.0,28121996.0,22505727.0,15753014.0,227616070.0,64000000.0,121846218.0,6000000.0,580957381.0,1962914.44,159000.0,180883.65,230029.39,2174406.3,0.0,174957.22,0.0,2852630.76,2020-12-19,284714249.3
476738732.0,28121996.0,19070928.0,15753014.0,227616070.0,64000000.0,114476408.0,6000000.0,576851300.0,1922914.44,159000.0,125665.05,230029.39,2174406.3,0.0,158289.14,0.0,2807400.9,2020-12-26,344994869.2
1293527900.0,785164498.0,306565552.0,86869250.0,272676070.0,80000000.0,2407736555.0,15000000.0,4074663859.0,7795523.48,4382765.2,2448830.83,731029.59,2534406.3,0.0,1115874.78,0.0,12843228.3,2021-01-02,1535435886.0
1928972436.0,781315995.0,300744124.0,72759842.0,434089100.0,16000000.0,3885603215.0,15000000.0,3663080341.0,9329790.28,4347765.2,2443781.91,520000.2,2879545.15,0.0,2539305.99,0.0,15505855.68,2021-01-09,1558946568.0
2028919210.0,794761139.0,300744124.0,85855305.0,418293065.0,16000000.0,4013603215.0,9000000.0,3711169031.0,9667107.48,4484565.2,2443781.91,704920.2,2709347.89,0.0,2659305.99,0.0,15810579.68,2021-01-16,1685056299.0
2022702902.0,790756017.0,300744124.0,85126403.0,357707801.0,16000000.0,4013603215.0,9000000.0,3680940920.0,9647107.48,4450565.2,2443781.91,698420.2,2259347.89,0.0,2659305.99,0.0,15585579.68,2021-01-23,1584208909.0
2038079351.0,794724907.0,300744124.0,85126403.0,357707801.0,16000000.0,4058087722.0,9000000.0,3686770752.0,9755107.48,4485565.2,2443781.91,698420.2,2259347.89,0.0,2759313.61,0.0,15676267.13,2021-01-30,1601128655.0
1736814736.0,794724907.0,287590304.0,85126403.0,357707801.0,16000000.0,4033744654.0,9000000.0,3582760504.0,9070107.48,4485565.2,2367366.86,698420.2,2259347.89,0.0,2647593.26,0.0,10715070.83,2021-02-06,1526861522.0
1488324307.0,614409226.0,282077980.0,85126403.0,357707801.0,16000000.0,3129434254.0,9000000.0,3582760504.0,7979117.48,3608000.2,2316638.86,698420.2,2259347.89,0.0,2572063.33,0.0,10715070.83,2021-02-13,1591530836.0
817327337.0,525830070.0,23199768.0,72030940.0,332210000.0,89808870.8888889,1975985567.0,9000000.0,3157574934.0,3198000.0,2805000.2,819775.74,513500.2,2124347.89,379813.80027777783,2375167.42,0.0,9523880.83,2021-02-20,1272727596.0
166163706.0,525830070.0,24522486.0,73443377.0,126211848.0,89808870.8888889,542260817.0,9000000.0,3162362598.0,1088000.0,2805000.2,863275.74,533000.2,930000.0,379813.80027777783,942364.46,0.0,9595619.58,2021-02-27,1237666981.0
189110677.0,122235013.0,5396400.0,31443377.0,54359689.0,8000000.0,532578321.0,9000000.0,762824000000.0,1173000.0,1110000.2,120837.96,459500.2,325000.0,0.0,919432.18,0.0,122490712.8,2021-03-06,973238852.0
65652798.0,5916615.0,5396400.0,1412437.0,54359689.0,8000000.0,164077261.0,89808870.8888889,762641000000.0,298000.0,45000.0,120837.96,19500.0,325000.0,0.0,93122.38,1713014.8048970683,120859264.4,2021-03-13,1522506287.0
65652798.0,2421731.0,3995680.0,1412437.0,54359689.0,8000000.0,92069311.0,89808870.8888889,762641000000.0,298000.0,20000.0,59201.08,19500.0,325000.0,0.0,88154.4,4964925.086196872,120859264.4,2021-03-20,1559002535.0
59407683.0,2421731.0,3995680.0,89808870.8888889,52107841.0,8000000.0,72069311.0,89808870.8888889,762643000000.0,278000.0,20000.0,59201.08,379813.80027777783,305000.0,0.0,76404.4,3951525.8629687647,120758474.9,2021-03-27,1447996939.0
121513867.0,89808870.8888889,7695819.0,89808870.8888889,18027841.0,10000000.0,41802011.0,89808870.8888889,763025000000.0,808776.0,541547.6463806023,150808.3,379813.80027777783,160000.0,0.0,74175.34,3647326.3729252554,122899234.2,2021-04-03,919696656.8
110623118.0,89808870.8888889,7695819.0,89808870.8888889,15120000.0,2000000.0,41802011.0,89808870.8888889,760896000000.0,773776.0,379813.80027777783,150808.3,379813.80027777783,135000.0,0.0,74175.34,1227312.605605286,118942034.2,2021-04-10,330538937.9
164301683.0,3714622.0,7695819.0,2964073.0,15120000.0,2000000.0,41802011.0,89808870.8888889,760896000000.0,983449.0,47000.0,150808.3,10000.0,135000.0,0.0,74175.34,938580.7710824513,118942034.2,2021-04-17,351071428.6
164301683.0,3714622.0,7695819.0,2964073.0,15120000.0,2000000.0,41802011.0,89808870.8888889,760896000000.0,983449.0,47000.0,150808.3,10000.0,135000.0,0.0,74175.34,2806988.6073651845,118942034.2,2021-04-24,327793813.7
160411811.0,3714622.0,4654091.0,2964073.0,15120000.0,2000000.0,41802011.0,89808870.8888889,760977000000.0,1147449.0,47000.0,221427.0,10000.0,135000.0,0.0,74175.34,4505833.353924972,119376370.2,2021-05-01,326022261.0
63853937.0,3714622.0,413576.0,2964073.0,89808870.8888889,2000000.0,8200000.0,89808870.8888889,760964000000.0,434673.0,47000.0,108399.0,10000.0,2495371.1874832776,0.0,9500.0,2321685.4546791753,119178881.3,2021-05-08,311484469.9
73609594.0,9617223.0,413576.0,2964073.0,91386666.48282146,2000000.0,8200000.0,89808870.8888889,464470559.0,479673.0,97000.0,108399.0,10000.0,533199.0680913578,0.0,9500.0,379813.80027777783,2568881.26,2021-05-15,239727224.0
